DriverNumber,BroadcastName,Abbreviation,DriverId,TeamName,TeamColor,TeamId,FirstName,LastName,FullName,HeadshotUrl,CountryCode,Position,ClassifiedPosition,GridPosition,Q1,Q2,Q3,Time,Status,Points,Laps,year,round,race_name,circuit,date,GridPosition_raw,Position_raw,position_change,month,is_dnf,completed_race,grid_squared,grid_cubed,grid_log,grid_sqrt,front_row,top_three,top_five,top_ten,back_half,grid_side,grid_side_clean,grid_row,team_avg_finish_last_5,team_avg_finish_last_3,team_avg_grid_last_5,team_best_finish_last_5,team_worst_finish_last_5,team_points_last_5,team_position_change_avg_5,team_dnf_rate_last_10,team_completion_rate_season,team_wins_season,team_podiums_season,team_points_total,team_races_since_podium,team_vs_average_grid,team_momentum,team_consistency,team_avg_grid,team_avg_finish,team_performance_delta,team_last3_avg_finish,team_last3_avg_change,team_last5_avg_finish,team_last5_avg_change,team_form_trend,driver_career_races,driver_career_wins,driver_career_podiums,driver_years_experience,is_rookie,is_veteran,driver_races_at_circuit,driver_avg_finish_at_circuit,driver_best_finish_at_circuit,is_circuit_specialist,driver_avg_finish_last_5,driver_avg_position_change_5,driver_points_last_5,driver_best_finish_last_5,driver_consistency_last_5,driver_momentum,driver_hot_streak,driver_points_season,driver_avg_grid_season,driver_avg_finish_season,driver_vs_teammate,driver_vs_car_potential,teammate_avg_grid_diff,teammate_avg_finish_diff,is_team_leader,race_number,season_progress,races_remaining,post_2022,years_into_regulations,is_season_opener,is_season_finale,early_season,mid_season,late_season,covid_affected,championship_gap_leader,driver_in_contention,circuit_pole_win_rate,circuit_top3_win_rate,circuit_avg_pos_change,circuit_std_pos_change,circuit_var_pos_change,circuit_correlation,circuit_dnf_rate,circuit_improved_pct,overtaking_difficulty_index,track_length_km,num_turns,circuit_type,downforce_level,drs_zones,longest_straight_m,year_first_raced,altitude_m,typical_lap_time_s,direction,high_downforce,low_downforce,is_street,high_altitude,many_drs_zones,long_straight,grid_x_overtaking,grid_x_pole_win_rate,midfield_x_variance,back_x_variance,frontrow_x_correlation,pole_at_processional,top3_x_street,top3_x_high_df,grid_x_low_df,grid_x_team_delta,momentum_x_variance,reliability_x_circuit_dnf,veteran_new_circuit,experience_x_chaos,form_x_contention,early_x_variance,late_contention_pressure
3,D RICCIARDO,RIC,ricciardo,Red Bull,1E41FF,red_bull,Daniel,Ricciardo,Daniel Ricciardo,,,5.0,5,6.0,,,,0 days 00:00:50.058000,Finished,10.0,66.0,2018,5,Spanish Grand Prix,Barcelona,2018-05-13,6.0,5.0,1.0,5,False,True,36.0,216.0,1.791759469228055,2.449489742783178,0,0,0,1,0,dirty,0,3.0,11.8,11.333333333333334,4.8,1.0,20.0,35.0,-7.0,50.0,100.0,1.0,1.0,55.0,5.0,-4.0773809523809526,-0.3333333333333339,7.413501197140255,6.375,11.0,-4.625,12.0,-7.333333333333333,8.4,-3.4,-0.4,4.0,1.0,1.0,1.0,1.0,0.0,0.0,10.0,20.0,0.0,10.5,-5.0,37.0,1.0,8.139410298049853,0.0,0.0,37.0,5.5,10.5,-2.0,6.0,-1.75,-1.0,1,5,0.23809523809523808,16,0,1,0,0,1,0,0,0,33.0,1,50.0,28.57142857142857,-0.2857142857142857,3.2271172452028627,10.414285714285715,0.7944291428700003,47.5,38.095238095238095,68.4185885718143,4.675,16,permanent,high,2,1047,1991,130,78,clockwise,1,0,0,0,0,1,410.5115314308858,3.0,10.414285714285715,0.0,0.0,0,0,0,0.0,-27.75,-3.4714285714285777,23.75,0,0.4165714285714286,0.0,10.414285714285715,0
55,C SAINZ,SAI,sainz,Renault,FFF500,renault,Carlos,Sainz,Carlos Sainz,,,7.0,7,9.0,,,,,+1 Lap,6.0,65.0,2018,5,Spanish Grand Prix,Barcelona,2018-05-13,9.0,7.0,2.0,5,True,False,81.0,729.0,2.1972245773362196,3.0,0,0,0,1,0,clean,1,5.0,9.8,10.666666666666666,9.8,5.0,18.0,20.0,0.0,25.0,100.0,0.0,0.0,35.0,9.0,-1.4523809523809526,-1.666666666666666,4.621688003316537,9.0,9.0,0.0,14.333333333333334,-1.3333333333333333,11.6,-0.6,2.8,4.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0,20.0,0.0,8.75,0.5,13.0,5.0,2.277608394786075,0.0,2.0,13.0,9.25,8.75,13.0,2.0,0.5,-0.5,0,5,0.23809523809523808,16,0,1,0,0,1,0,0,0,57.0,1,50.0,28.57142857142857,-0.2857142857142857,3.2271172452028627,10.414285714285715,0.7944291428700003,47.5,38.095238095238095,68.4185885718143,4.675,16,permanent,high,2,1047,1991,130,78,clockwise,1,0,0,0,0,1,615.7672971463287,4.5,10.414285714285715,0.0,0.0,0,0,0,0.0,0.0,-17.35714285714285,11.875,0,0.4165714285714286,0.0,10.414285714285715,0
35,S SIROTKIN,SIR,sirotkin,Williams,FFFFFF,williams,Sergey,Sirotkin,Sergey Sirotkin,,,14.0,14,19.0,,,,,+3 Laps,0.0,63.0,2018,5,Spanish Grand Prix,Barcelona,2018-05-13,19.0,14.0,5.0,5,True,False,361.0,6859.0,2.9444389791664403,4.358898943540674,0,0,0,0,1,clean,1,10.0,14.2,14.0,15.0,8.0,20.0,4.0,0.8,50.0,100.0,0.0,0.0,4.0,8.0,5.1726190476190474,1.0,3.8157568056677826,15.625,15.0,0.625,14.0,-1.0,14.2,0.8,-1.2,4.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0,20.0,0.0,17.5,-1.5,0.0,15.0,2.5,0.0,0.0,0.0,16.0,17.5,-3.0,1.0,0.75,5.0,0,5,0.23809523809523808,16,0,1,0,0,1,0,0,0,70.0,1,50.0,28.57142857142857,-0.2857142857142857,3.2271172452028627,10.414285714285715,0.7944291428700003,47.5,38.095238095238095,68.4185885718143,4.675,16,permanent,high,2,1047,1991,130,78,clockwise,1,0,0,0,0,1,1299.9531828644717,9.5,0.0,10.414285714285715,0.0,0,0,0,0.0,11.875,10.414285714285715,23.75,0,0.4165714285714286,0.0,10.414285714285715,0
18,L STROLL,STR,stroll,Williams,FFFFFF,williams,Lance,Stroll,Lance Stroll,,,11.0,11,18.0,,,,,+2 Laps,0.0,64.0,2018,5,Spanish Grand Prix,Barcelona,2018-05-13,18.0,11.0,7.0,5,True,False,324.0,5832.0,2.8903717578961645,4.242640687119285,0,0,0,0,1,dirty,0,9.0,14.2,14.0,15.0,8.0,20.0,4.0,0.8,50.0,100.0,0.0,0.0,4.0,9.0,5.1726190476190474,1.0,3.8157568056677826,15.625,15.0,0.625,14.0,-0.6666666666666666,14.2,0.6,-0.2,4.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0,20.0,0.0,12.5,2.75,4.0,8.0,2.598076211353316,0.0,1.0,4.0,15.25,12.5,3.0,4.0,-0.75,-5.0,1,5,0.23809523809523808,16,0,1,0,0,1,0,0,0,66.0,1,50.0,28.57142857142857,-0.2857142857142857,3.2271172452028627,10.414285714285715,0.7944291428700003,47.5,38.095238095238095,68.4185885718143,4.675,16,permanent,high,2,1047,1991,130,78,clockwise,1,0,0,0,0,1,1231.5345942926574,9.0,0.0,10.414285714285715,0.0,0,0,0,0.0,11.25,10.414285714285715,23.75,0,0.4165714285714286,0.0,10.414285714285715,0
2,S VANDOORNE,VAN,vandoorne,McLaren,FF8700,mclaren,Stoffel,Vandoorne,Stoffel Vandoorne,,,15.0,R,11.0,,,,,Gearbox,0.0,45.0,2018,5,Spanish Grand Prix,Barcelona,2018-05-13,11.0,15.0,-4.0,5,True,False,121.0,1331.0,2.3978952727983707,3.3166247903554,0,0,0,0,1,clean,1,6.0,8.8,9.666666666666666,13.8,7.0,13.0,18.0,5.0,25.0,100.0,0.0,0.0,36.0,9.0,2.4226190476190474,-1.541666666666666,2.2271057451320084,12.875,8.125,4.75,8.0,4.0,8.8,3.8,0.2,4.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0,20.0,0.0,9.75,4.0,8.0,8.0,1.920286436967152,0.0,1.0,8.0,13.75,9.75,-7.0,-6.875,1.75,3.25,0,5,0.23809523809523808,16,0,1,0,0,1,0,0,0,62.0,1,50.0,28.57142857142857,-0.2857142857142857,3.2271172452028627,10.414285714285715,0.7944291428700003,47.5,38.095238095238095,68.4185885718143,4.675,16,permanent,high,2,1047,1991,130,78,clockwise,1,0,0,0,0,1,752.6044742899572,5.5,10.414285714285715,0.0,0.0,0,0,0,0.0,52.25,-16.055357142857137,11.875,0,0.4165714285714286,0.0,10.414285714285715,0
5,S VETTEL,VET,vettel,Ferrari,DC0000,ferrari,Sebastian,Vettel,Sebastian Vettel,,,4.0,4,3.0,,,,0 days 00:00:27.584000,Finished,12.0,66.0,2018,5,Spanish Grand Prix,Barcelona,2018-05-13,3.0,4.0,-1.0,5,False,True,9.0,27.0,1.0986122886681098,1.7320508075688772,0,1,1,1,0,clean,1,2.0,3.6,4.666666666666667,2.2,1.0,8.0,74.0,-1.4,12.5,100.0,2.0,5.0,114.0,4.0,-8.202380952380953,0.33333333333333304,2.4166091947189146,2.25,5.0,-2.75,7.666666666666667,-4.0,6.8,-4.0,2.8,4.0,2.0,2.0,1.0,1.0,0.0,0.0,10.0,20.0,0.0,3.5,-2.0,66.0,1.0,2.8722813232690143,0.0,4.0,66.0,1.5,3.5,13.0,1.0,-1.5,-3.0,1,5,0.23809523809523808,16,0,1,0,0,1,0,0,0,4.0,1,50.0,28.57142857142857,-0.2857142857142857,3.2271172452028627,10.414285714285715,0.7944291428700003,47.5,38.095238095238095,68.4185885718143,4.675,16,permanent,high,2,1047,1991,130,78,clockwise,1,0,0,0,0,1,205.2557657154429,1.5,0.0,0.0,0.0,0,0,1,0.0,-8.25,3.4714285714285684,5.9375,0,0.4165714285714286,0.0,10.414285714285715,0
14,F ALONSO,ALO,alonso,McLaren,FF8700,mclaren,Fernando,Alonso,Fernando Alonso,,,20.0,R,7.0,,,,,Gearbox,0.0,52.0,2018,6,Monaco Grand Prix,Monte Carlo,2018-05-27,7.0,20.0,-13.0,5,True,False,49.0,343.0,1.9459101490553132,2.6457513110645907,0,0,0,1,0,clean,1,4.0,10.4,10.666666666666666,12.2,7.0,15.0,12.0,1.8,40.0,100.0,0.0,0.0,40.0,10.0,1.7476190476190467,-1.8666666666666654,3.0724582991474434,12.2,8.8,3.3999999999999986,10.666666666666666,1.0,10.4,1.8,0.4,5.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0,20.0,0.0,6.8,4.4,32.0,5.0,0.9797958971132712,-0.5333333333333332,5.0,32.0,11.2,6.8,-6.0,-11.2,-2.0,-4.000000000000001,1,6,0.2857142857142857,15,0,1,0,0,1,0,0,0,63.0,1,100.0,33.33333333333333,1.3333333333333333,3.073967365200685,9.44927536231884,0.8343811105269815,40.0,45.83333333333333,85.58215795349061,3.337,19,street,high,1,680,1929,30,72,clockwise,1,0,1,0,0,0,599.0751056744342,7.0,9.44927536231884,0.0,0.0,0,0,0,0.0,23.79999999999999,-17.638647342995156,16.0,0,0.47246376811594204,-0.5333333333333332,9.44927536231884,0
77,V BOTTAS,BOT,bottas,Mercedes,00D2BE,mercedes,Valtteri,Bottas,Valtteri Bottas,,,5.0,5,5.0,,,,0 days 00:00:18.822000,Finished,10.0,78.0,2018,6,Monaco Grand Prix,Monte Carlo,2018-05-27,5.0,5.0,0.0,5,False,True,25.0,125.0,1.6094379124341003,2.23606797749979,0,0,1,1,0,clean,1,3.0,4.4,1.3333333333333333,2.4,1.0,14.0,80.0,-2.0,10.0,100.0,2.0,7.0,153.0,2.0,-6.152380952380953,2.5666666666666664,4.923413450036469,4.3,3.9,0.3999999999999999,1.3333333333333333,0.3333333333333333,4.4,-2.0,-0.6,5.0,0.0,3.0,1.0,1.0,0.0,0.0,10.0,20.0,0.0,5.6,-0.4,58.0,2.0,4.8,-0.40000000000000036,1.0,58.0,5.2,5.6,-2.0,-1.1,1.8000000000000003,3.3999999999999995,0,6,0.2857142857142857,15,0,1,0,0,1,0,0,0,37.0,1,100.0,33.33333333333333,1.3333333333333333,3.073967365200685,9.44927536231884,0.8343811105269815,40.0,45.83333333333333,85.58215795349061,3.337,19,street,high,1,680,1929,30,72,clockwise,1,0,1,0,0,0,427.910789767453,5.0,0.0,0.0,0.0,0,0,0,0.0,1.9999999999999996,24.253140096618353,4.0,0,0.47246376811594204,-0.40000000000000036,9.44927536231884,0
28,B HARTLEY,HAR,brendon_hartley,Toro Rosso,469BFF,toro_rosso,Brendon,Hartley,Brendon Hartley,,,19.0,R,15.0,,,,,Collision,0.0,70.0,2018,6,Monaco Grand Prix,Monte Carlo,2018-05-27,15.0,19.0,-4.0,5,True,False,225.0,3375.0,2.70805020110221,3.872983346207417,0,0,0,0,1,clean,1,8.0,14.2,14.333333333333334,17.0,10.0,19.0,1.0,2.8,60.0,100.0,0.0,0.0,13.0,10.0,4.747619047619047,0.16666666666666607,3.6,15.2,14.5,0.6999999999999993,14.333333333333334,2.0,14.2,2.8,0.2,5.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0,20.0,0.0,14.8,1.4,1.0,10.0,3.54400902933387,0.8000000000000007,0.0,1.0,16.2,14.8,-12.0,-4.5,2.0,0.6000000000000014,0,6,0.2857142857142857,15,0,1,0,0,1,0,0,0,94.0,1,100.0,33.33333333333333,1.3333333333333333,3.073967365200685,9.44927536231884,0.8343811105269815,40.0,45.83333333333333,85.58215795349061,3.337,19,street,high,1,680,1929,30,72,clockwise,1,0,1,0,0,0,1283.732369302359,15.0,9.44927536231884,0.0,0.0,0,0,0,0.0,10.49999999999999,1.5748792270531344,24.0,0,0.47246376811594204,0.8000000000000007,9.44927536231884,0
9,M ERICSSON,ERI,ericsson,Sauber,9B0000,sauber,Marcus,Ericsson,Marcus Ericsson,,,11.0,11,16.0,,,,0 days 00:01:09.864000,Finished,0.0,78.0,2018,6,Monaco Grand Prix,Monte Carlo,2018-05-27,16.0,11.0,5.0,5,False,True,256.0,4096.0,2.772588722239781,4.0,0,0,0,0,1,dirty,0,8.0,11.8,9.666666666666666,16.2,6.0,19.0,9.0,4.4,50.0,100.0,0.0,0.0,11.0,10.0,6.747619047619047,3.1333333333333346,4.261455150532504,17.2,12.8,4.399999999999999,9.666666666666666,5.0,11.8,4.4,-1.8,5.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0,20.0,0.0,13.6,4.2,2.0,9.0,3.555277766926235,0.2666666666666657,0.0,2.0,17.8,13.6,7.0,1.8000000000000007,1.1999999999999993,1.5999999999999996,0,6,0.2857142857142857,15,0,1,0,0,1,0,0,0,93.0,1,100.0,33.33333333333333,1.3333333333333333,3.073967365200685,9.44927536231884,0.8343811105269815,40.0,45.83333333333333,85.58215795349061,3.337,19,street,high,1,680,1929,30,72,clockwise,1,0,1,0,0,0,1369.3145272558497,16.0,0.0,9.44927536231884,0.0,0,0,0,0.0,70.39999999999998,29.607729468599043,20.0,0,0.47246376811594204,0.2666666666666657,9.44927536231884,0
10,P GASLY,GAS,gasly,Toro Rosso,469BFF,toro_rosso,Pierre,Gasly,Pierre Gasly,,,7.0,7,10.0,,,,0 days 00:00:24.331000,Finished,6.0,78.0,2018,6,Monaco Grand Prix,Monte Carlo,2018-05-27,10.0,7.0,3.0,5,False,True,100.0,1000.0,2.302585092994046,3.1622776601683795,0,0,0,1,0,dirty,0,5.0,14.2,14.333333333333334,17.0,10.0,19.0,1.0,2.8,60.0,100.0,0.0,0.0,13.0,11.0,4.747619047619047,0.16666666666666607,3.6,15.2,14.5,0.6999999999999993,16.666666666666668,-1.0,14.4,2.2,1.8,5.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0,20.0,0.0,14.2,0.0,12.0,4.0,5.670978751503131,-2.133333333333333,0.0,12.0,14.2,14.2,12.0,7.5,-2.0,-0.6000000000000014,1,6,0.2857142857142857,15,0,1,0,0,1,0,0,0,83.0,1,100.0,33.33333333333333,1.3333333333333333,3.073967365200685,9.44927536231884,0.8343811105269815,40.0,45.83333333333333,85.58215795349061,3.337,19,street,high,1,680,1929,30,72,clockwise,1,0,1,0,0,0,855.821579534906,10.0,9.44927536231884,0.0,0.0,0,0,0,0.0,6.999999999999993,1.5748792270531344,24.0,0,0.47246376811594204,-2.133333333333333,9.44927536231884,0
8,R GROSJEAN,GRO,grosjean,Haas,828282,haas,Romain,Grosjean,Romain Grosjean,,,15.0,15,18.0,,,,,+1 Lap,0.0,77.0,2018,6,Monaco Grand Prix,Monte Carlo,2018-05-27,18.0,15.0,3.0,5,True,False,324.0,5832.0,2.8903717578961645,4.242640687119285,0,0,0,0,1,dirty,0,9.0,12.4,12.333333333333334,12.6,6.0,18.0,9.0,0.2,60.0,100.0,0.0,0.0,19.0,10.0,0.1476190476190471,0.6666666666666661,4.127953488110059,10.6,13.0,-2.4000000000000004,12.333333333333334,-1.6666666666666667,12.4,0.2,-0.8,5.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0,20.0,0.0,15.8,-3.4,0.0,13.0,1.7204650534085253,-0.8666666666666671,0.0,0.0,12.4,15.8,-2.0,-2.0,3.5999999999999996,5.600000000000001,0,6,0.2857142857142857,15,0,1,0,0,1,0,0,0,95.0,1,100.0,33.33333333333333,1.3333333333333333,3.073967365200685,9.44927536231884,0.8343811105269815,40.0,45.83333333333333,85.58215795349061,3.337,19,street,high,1,680,1929,30,72,clockwise,1,0,1,0,0,0,1540.478843162831,18.0,0.0,9.44927536231884,0.0,0,0,0,0.0,-43.2,6.299516908212555,24.0,0,0.47246376811594204,-0.8666666666666671,9.44927536231884,0
44,L HAMILTON,HAM,hamilton,Mercedes,00D2BE,mercedes,Lewis,Hamilton,Lewis Hamilton,,,3.0,3,3.0,,,,0 days 00:00:17.013000,Finished,15.0,78.0,2018,6,Monaco Grand Prix,Monte Carlo,2018-05-27,3.0,3.0,0.0,5,False,True,9.0,27.0,1.0986122886681098,1.7320508075688772,0,1,1,1,0,clean,1,2.0,4.4,1.3333333333333333,2.4,1.0,14.0,80.0,-2.0,10.0,100.0,2.0,7.0,153.0,3.0,-6.152380952380953,2.5666666666666664,4.923413450036469,4.3,3.9,0.3999999999999999,2.6666666666666665,0.0,4.6,-2.0,-1.8,5.0,2.0,4.0,1.0,1.0,0.0,0.0,10.0,20.0,0.0,2.2,1.2,95.0,1.0,1.16619037896906,0.20000000000000018,5.0,95.0,3.4,2.2,2.0,0.8999999999999999,-1.8000000000000003,-3.3999999999999995,1,6,0.2857142857142857,15,0,1,0,0,1,0,0,0,0.0,1,100.0,33.33333333333333,1.3333333333333333,3.073967365200685,9.44927536231884,0.8343811105269815,40.0,45.83333333333333,85.58215795349061,3.337,19,street,high,1,680,1929,30,72,clockwise,1,0,1,0,0,0,256.74647386047184,3.0,0.0,0.0,0.0,0,1,1,0.0,1.1999999999999997,24.253140096618353,4.0,0,0.47246376811594204,0.20000000000000018,9.44927536231884,0
27,N HULKENBERG,HUL,hulkenberg,Renault,FFF500,renault,Nico,Hulkenberg,Nico Hulkenberg,,,8.0,8,11.0,,,,0 days 00:00:24.839000,Finished,4.0,78.0,2018,6,Monaco Grand Prix,Monte Carlo,2018-05-27,11.0,8.0,3.0,5,False,True,121.0,1331.0,2.3978952727983707,3.3166247903554,0,0,0,0,1,clean,1,6.0,11.8,10.666666666666666,11.4,5.0,20.0,18.0,-0.4,40.0,100.0,0.0,0.0,41.0,10.0,-0.7523809523809533,-0.7666666666666657,6.04648658313239,9.7,9.9,-0.20000000000000107,10.666666666666666,0.6666666666666666,11.8,-0.4,-0.4,5.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0,20.0,0.0,11.4,-1.2,22.0,6.0,6.248199740725323,-3.2666666666666657,0.0,22.0,10.2,11.4,2.0,1.9000000000000004,1.0,3.0,0,6,0.2857142857142857,15,0,1,0,0,1,0,0,0,73.0,1,100.0,33.33333333333333,1.3333333333333333,3.073967365200685,9.44927536231884,0.8343811105269815,40.0,45.83333333333333,85.58215795349061,3.337,19,street,high,1,680,1929,30,72,clockwise,1,0,1,0,0,0,941.4037374883967,11.0,9.44927536231884,0.0,0.0,0,0,0,0.0,-2.2000000000000117,-7.244444444444435,16.0,0,0.47246376811594204,-3.2666666666666657,9.44927536231884,0
20,K MAGNUSSEN,MAG,kevin_magnussen,Haas,828282,haas,Kevin,Magnussen,Kevin Magnussen,,,13.0,13,19.0,,,,0 days 00:01:14.823000,Finished,0.0,78.0,2018,6,Monaco Grand Prix,Monte Carlo,2018-05-27,19.0,13.0,6.0,5,False,True,361.0,6859.0,2.9444389791664403,4.358898943540674,0,0,0,0,1,clean,1,10.0,12.4,12.333333333333334,12.6,6.0,18.0,9.0,0.2,60.0,100.0,0.0,0.0,19.0,11.0,0.1476190476190471,0.6666666666666661,4.127953488110059,10.6,13.0,-2.4000000000000004,13.0,-1.3333333333333333,13.4,0.6,0.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0,20.0,0.0,10.2,-1.4,19.0,5.0,4.445222154178574,0.5333333333333332,1.0,19.0,8.8,10.2,2.0,0.0,-3.5999999999999996,-5.600000000000001,1,6,0.2857142857142857,15,0,1,0,0,1,0,0,0,76.0,1,100.0,33.33333333333333,1.3333333333333333,3.073967365200685,9.44927536231884,0.8343811105269815,40.0,45.83333333333333,85.58215795349061,3.337,19,street,high,1,680,1929,30,72,clockwise,1,0,1,0,0,0,1626.0610011163214,19.0,0.0,9.44927536231884,0.0,0,0,0,0.0,-45.60000000000001,6.299516908212555,24.0,0,0.47246376811594204,0.5333333333333332,9.44927536231884,0
16,C LECLERC,LEC,leclerc,Sauber,9B0000,sauber,Charles,Leclerc,Charles Leclerc,,,18.0,R,14.0,,,,,Collision,0.0,70.0,2018,6,Monaco Grand Prix,Monte Carlo,2018-05-27,14.0,18.0,-4.0,5,True,False,196.0,2744.0,2.6390573296152584,3.7416573867739413,0,0,0,0,1,dirty,0,7.0,11.8,9.666666666666666,16.2,6.0,19.0,9.0,4.4,50.0,100.0,0.0,0.0,11.0,11.0,6.747619047619047,3.1333333333333346,4.261455150532504,17.2,12.8,4.399999999999999,11.333333333333334,4.333333333333333,10.2,5.4,0.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0,20.0,0.0,12.0,4.6,9.0,6.0,4.242640687119285,0.3333333333333339,2.0,9.0,16.6,12.0,-7.0,-5.199999999999999,-1.1999999999999993,-1.5999999999999996,1,6,0.2857142857142857,15,0,1,0,0,1,0,0,0,86.0,1,100.0,33.33333333333333,1.3333333333333333,3.073967365200685,9.44927536231884,0.8343811105269815,40.0,45.83333333333333,85.58215795349061,3.337,19,street,high,1,680,1929,30,72,clockwise,1,0,1,0,0,0,1198.1502113488684,14.0,9.44927536231884,0.0,0.0,0,0,0,0.0,61.59999999999998,29.607729468599043,20.0,0,0.47246376811594204,0.3333333333333339,9.44927536231884,0
33,M VERSTAPPEN,VER,max_verstappen,Red Bull,1E41FF,red_bull,Max,Verstappen,Max Verstappen,,,9.0,9,20.0,,,,0 days 00:00:25.317000,Finished,2.0,78.0,2018,6,Monaco Grand Prix,Monte Carlo,2018-05-27,20.0,9.0,11.0,5,False,True,400.0,8000.0,2.995732273553991,4.47213595499958,0,0,0,0,1,dirty,0,10.0,8.4,8.333333333333334,5.2,1.0,17.0,50.0,-3.2,40.0,100.0,1.0,2.0,80.0,3.0,-4.252380952380952,1.2666666666666657,6.740919818541087,6.2,9.6,-3.3999999999999995,8.333333333333334,-3.3333333333333335,8.4,-3.2,0.8,5.0,0.0,1.0,1.0,1.0,0.0,0.0,10.0,20.0,0.0,9.8,-3.0,33.0,3.0,6.43117407632541,1.8000000000000007,1.0,33.0,6.8,9.8,-8.0,0.5999999999999996,1.2000000000000002,0.40000000000000036,0,6,0.2857142857142857,15,0,1,0,0,1,0,0,0,62.0,1,100.0,33.33333333333333,1.3333333333333333,3.073967365200685,9.44927536231884,0.8343811105269815,40.0,45.83333333333333,85.58215795349061,3.337,19,street,high,1,680,1929,30,72,clockwise,1,0,1,0,0,0,1711.643159069812,20.0,0.0,9.44927536231884,0.0,0,0,0,0.0,-67.99999999999999,11.969082125603855,16.0,0,0.47246376811594204,1.8000000000000007,9.44927536231884,0
31,E OCON,OCO,ocon,Force India,F596C8,force_india,Esteban,Ocon,Esteban Ocon,,,6.0,6,6.0,,,,0 days 00:00:23.667000,Finished,8.0,78.0,2018,6,Monaco Grand Prix,Monte Carlo,2018-05-27,6.0,6.0,0.0,5,False,True,36.0,216.0,1.791759469228055,2.449489742783178,0,0,0,1,0,dirty,0,3.0,11.8,9.333333333333334,10.2,3.0,19.0,17.0,-1.6,50.0,100.0,0.0,1.0,18.0,4.0,0.4476190476190478,2.5666666666666664,5.564171097297422,10.9,11.9,-1.0,9.333333333333334,2.6666666666666665,11.8,-1.6,-0.6,5.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0,20.0,0.0,13.6,-2.8,1.0,10.0,3.3823069050575527,-1.7333333333333343,0.0,1.0,10.8,13.6,6.0,5.9,-0.1999999999999993,3.4000000000000004,1,6,0.2857142857142857,15,0,1,0,0,1,0,0,0,94.0,1,100.0,33.33333333333333,1.3333333333333333,3.073967365200685,9.44927536231884,0.8343811105269815,40.0,45.83333333333333,85.58215795349061,3.337,19,street,high,1,680,1929,30,72,clockwise,1,0,1,0,0,0,513.4929477209437,6.0,9.44927536231884,0.0,0.0,0,0,0,0.0,-6.0,24.253140096618353,20.0,0,0.47246376811594204,-1.7333333333333343,9.44927536231884,0
11,S PEREZ,PER,perez,Force India,F596C8,force_india,Sergio,Perez,Sergio Perez,,,12.0,12,9.0,,,,0 days 00:01:10.461000,Finished,0.0,78.0,2018,6,Monaco Grand Prix,Monte Carlo,2018-05-27,9.0,12.0,-3.0,5,False,True,81.0,729.0,2.1972245773362196,3.0,0,0,0,1,0,clean,1,5.0,11.8,9.333333333333334,10.2,3.0,19.0,17.0,-1.6,50.0,100.0,0.0,1.0,18.0,5.0,0.4476190476190478,2.5666666666666664,5.564171097297422,10.9,11.9,-1.0,10.333333333333334,1.0,10.6,-0.8,-2.6,5.0,0.0,1.0,1.0,1.0,0.0,0.0,10.0,20.0,0.0,10.2,0.8,17.0,3.0,4.261455150532504,2.1999999999999993,2.0,17.0,11.0,10.2,-6.0,-0.09999999999999964,0.1999999999999993,-3.4000000000000004,0,6,0.2857142857142857,15,0,1,0,0,1,0,0,0,78.0,1,100.0,33.33333333333333,1.3333333333333333,3.073967365200685,9.44927536231884,0.8343811105269815,40.0,45.83333333333333,85.58215795349061,3.337,19,street,high,1,680,1929,30,72,clockwise,1,0,1,0,0,0,770.2394215814155,9.0,9.44927536231884,0.0,0.0,0,0,0,0.0,-9.0,24.253140096618353,20.0,0,0.47246376811594204,2.1999999999999993,9.44927536231884,0
